fonte,pagina,titolo,n_parole,contenuto
wikipedia,Palazzo Contarini del Bovolo,Architettura,280,"L'edificio, trovandosi frapposto fra rio di San Luca e corte del Maltese, presenta due facciate, molto differenti tra di loro.


=== Facciata sul rio di San Luca ===
Ha un aspetto semplice, lineare ed elegante, ma privo di particolari aspetti che possano rendere tale facciata peculiare. Si sviluppa su quattro livelli: il piano terra, i due piani nobili e l'ultimo piano. Il piano terra è arricchito da due portali ad acqua a sesto acuto, affiancati a monofore più piccole ma anch'esse a sesto acuto, disposte ai lati su due livelli e al centro su uno solo. I tre piani superiori presentano una pentafora centrale, ognuna delle quali è affiancata da sei monofore, tre per lato.


=== Facciata su corte del Maltese ===
La facciata posteriore ha un aspetto completamente differente. Caratterizzata da una sequenza di monofore rettangolari e ad arco a tutto sesto, trova la sua parte di maggiore intensità espressiva nella celebre torre scalare rotonda con scala a chiocciola. Essa è detta appunto bòvolo in dialetto veneziano. Tale genere di scala non era inusuale per l'epoca e per il contesto, ma mai ne era stata sviluppata una di dimensioni così grandi. Il nome della famiglia fu arricchito dell'appellativo del Bovolo dopo tale ampliamento.
La torre, disegnata da Giovanni Candi o, in conformità con ipotesi più recenti da Giorgio Spavento, dà accesso ad attigue logge, sviluppate su cinque livelli, e ne continua lo stile aereo nei cinque ordini di archi rampanti su colonne. La torre termina in un belvedere a cupola con ampia visuale sulla città. La torre era un tempo adornata con affreschi sia nella parte interna che in quella esterna, ma oggi rimangono poche tracce di tali decorazioni."
wikipedia,Palazzo Contarini del Bovolo,Architettura,35,"
=== Collezioni ===
L'attuale proprietario ha disposto nel cortiletto retrostante una notevole collezione di vere da pozzo. All'interno dell'edificio sono ospitati quadri risalenti al XVII secolo e al XVIII secolo, anche questi di proprietà dell'IRE."
wikipedia,Palazzo Contarini del Bovolo,Bibliografia,82,"Marcello Brusegan, La grande guida dei monumenti di Venezia. Roma, Newton & Compton, 2005. ISBN 88-541-0475-2.
Guida d'Italia – Venezia. 3ª ed. Milano, Touring Editore, 2007. ISBN 978-88-365-4347-2.
Giuseppe Tassini, Curiosità Veneziane. Venezia, Filippi Ed., 2001.
Iliazd, L'art de voir de Guillaume Tempel, Imprimerie Union, Paris, 1964.
Marcello Brusegan, I Palazzi di Venezia, Roma, Newton & Compton, 2007, ISBN 978-88-541-0820-2.
Andrea Fasolo, Palazzi di Venezia, Arsenale editrice, 2003, ISBN 978-88-7743-295-7.
Paolo Stevanato, La Scala Contarini del Bovolo, IRE Edizioni, 1999, ISBN 88-85087-10-8."
wikipedia,Palazzo Contarini del Bovolo,Voci correlate,6,"Architettura gotica
Palazzi di San Marco"
wikipedia,Palazzo Contarini del Bovolo,Altri progetti,12,Wikimedia Commons contiene immagini o altri file su Palazzo Contarini del Bovolo
wikipedia,Palazzo Contarini del Bovolo,Collegamenti esterni,16,"http://www.scalabovolo.org/bovolo2.html, su scalacontarinidelbovolo.com.
http://www.irevenezia.it/
Jan-Christoph Rößler (a cura di), Palazzo Contarini del Bovolo, su venezia.jc-r.net.
https://www.museivenezia.it/scala-contarini-del-bovolo/"
wikipedia,Gallerie dell'Accademia,Introduzione,173,"Le Gallerie dell'Accademia di Venezia sono un museo statale italiano. Si trovano nel sestiere di Dorsoduro ai piedi del ponte dell'Accademia, in quello che fino all'inizio del XIX secolo era il vasto complesso formato dalla chiesa di Santa Maria della Carità, dal convento dei Canonici Lateranensi e dalla Scuola Grande di Santa Maria della Carità (l'ingresso è per il portale di quest'ultima). Prendono il nome dall'Accademia di Belle Arti, che le ha aperte nel 1817 e ne ha condiviso la sede fino al 2004.
Raccolgono la migliore collezione di arte veneziana e veneta, soprattutto legata ai dipinti del periodo che va dal XIV al XVIII secolo: tra i maggiori artisti rappresentati figurano Tintoretto, Tiziano, Canaletto, Giorgione, Giovanni Bellini, Vittore Carpaccio, Cima da Conegliano e Veronese. Vi si conservano anche altre forme d'arte come sculture e disegni, tra i quali il celeberrimo Uomo vitruviano di Leonardo da Vinci (esposto solo in occasioni particolari).
Sono di proprietà del Ministero della cultura, che dal 2014 le ha annoverate tra gli istituti museali dotati di autonomia speciale."
wikipedia,Gallerie dell'Accademia,Storia,758,"Fin dalla fondazione (1750) l'Accademia acquisiva opere d'arte con finalità didattiche e di restauro. Con la caduta della Serenissima (1797) e il trattato di Presburgo (dicembre 1805), Venezia entrò nell'orbita francese divenendo una delle province del Regno Italico creato da Napoleone. Fu in questo periodo che numerosi decreti portarono alla chiusura di tutti i palazzi pubblici, alla soppressione di monasteri e conventi, alla soppressione di circa 40 parrocchie e circa 200 edifici di culto, nonché alla demolizione di molti altri. Gli oggetti d'arte che non presero la via della dispersione (molti finirono al principale museo del regno dopo il Louvre, Brera), vennero raccolti all'Accademia, con finalità essenzialmente didattiche per gli studenti d'arte.
La sede originale della raccolta era il Fonteghetto della Farina, ma in seguito la disponibilità di edifici passati alle autorità dopo le soppressioni fece optare, nel 1807, per il convento dei Canonici Lateranensi, la chiesa e la Scuola della Carità. La sistemazione di un complesso di edifici così vario fu accolta con perplessità da parte degli accademici, soprattutto per le enormi spese che avrebbe comportato il trasferimento e l'adattamento, ma la decisione governativa non mutò. Così vennero avviati profondi lavori incaricando il cattedratico Giannantonio Selva e l'allievo Francesco Lazzari: la chiesa fu suddivisa in ambienti, sia in orizzontale che in verticale eliminando tutti gli altari e gli arredi; il piano inferiore fu diviso in cinque grandi ambienti destinati alla scuola, mentre in quello superiore furono ricavati due grandi saloni illuminati da lucernari e riservati all'esposizione delle opere d'arte; furono invece murate le originarie finestre gotiche della chiesa. Inoltre il convento perse parte dell'impianto palladiano per consentire la costruzione di nuove ali (1834), la facciata fu rifatta dal Lazzari (1830) e l'atrio della Scuola fu modificato.
Il primo nucleo della collezione comprendeva anche i saggi degli allievi ed una raccolta di gessi (da cui il nome al plurale ""Gallerie""), e fu esposto con successo nel 1817. La raccolta si arricchì di dipinti riportati dalla Francia sconfitta e soprattutto dei lasciti di grandi collezionisti. Ulteriori acquisizioni si ebbero al passaggio delle Gallerie allo Stato (1879) e sono continuate anche in seguito. La divisione tra la scuola d'arte e il museo fu avviata nel 1870 e ultimata solo nel 1882. Un primo riordino della pinacoteca, con l'eliminazione dei quadri dell'Ottocento, si ebbe nel 1895 sotto la direzione di Giulio Cantalamessa: gli esigui esempi di scuole non venete vennero raccolti e il resto dei dipinti ordinati in maniera cronologica; i grandi cicli di teleri furono riuniti nei due saloni della chiesa della Carità (Storie di sant'Orsola del Carpaccio e i Miracoli della reliquia della vera croce di artisti vari); la Presentazione di Maria al Tempio di Tiziano fu infine collocata nella Sala dell'Albergo della Scuola, affinché tornasse nel contesto originale per cui era stata ideata.
Durante la prima guerra mondiale i dipinti più importanti furono rifugiati a Firenze, tornando agli inizi degli anni venti e mettendo in luce l'esigenza di una riorganizzazione. Nel 1923 si volle recuperare parzialmente l'aula absidata della chiesa, eliminando gli ambienti destinati ai teleri quattrocenteschi, ripristinando il soffitto a capriate e le finestre gotiche; le Storie di sant'Orsola vennero spostate nella sala che ancora oggi le conserva, mentre rimase solo il ciclo dei Miracoli. Nello stesso periodo l'Assunta lasciò il museo per tornare sull'altare maggiore dei Frari. Le residue opere ottocentesche vennero lasciate in deposito a Ca' Pesaro, mentre molte opere di scuole straniere furono spostate alla Galleria Franchetti presso la Ca' d'Oro.
Durante l'ultimo conflitto i capolavori veneziani vennero protetti in vari depositi decentrati, tra cui la rocca di Sassocorvaro. Nel 1944-1949 furono eseguiti ulteriori lavori di ammodernamento secondo i più recenti principi museografici, predisponendo, sotto la direzione di Vittorio Moschini, una ristrutturazione e un'aggiunta di un nuovo edificio collegato alle sale ottocentesche, opere di cui si occupò Carlo Scarpa. Solo nel 1960 tale intervento poté dirsi definitivamente concluso, con un diradamento delle opere, l'eliminazione dei falsi storici e una maggiore attenzione ai materiali utilizzati.
Sotto la direzione di Francesco Valcanover, tra il 1961 e il 1967, furono aggiornati gli impianti e i servizi. Inoltre fu risistemata la collezione grafica all'ultimo piano, in ambienti appositamente climatizzati. In tempi più recenti è stato aperto un nuovo deposito all'ultimo piano dell'edificio di Palladio, e si è provveduto a una generale revisione degli allestimenti. Nel periodo 2001-2003 gli ambienti della Galleria sono stati al centro di un progetto di illuminazione e ampliamento delle aree espositive. Alcuni di questi interventi sono stati realizzati anche grazie ai fondi del Gioco del Lotto, in base a quanto regolato dalla legge 662/96."
wikipedia,Gallerie dell'Accademia,Sede,117,"=== Complesso di Santa Maria della Carità ===


==== Chiesa e convento ====

Costruiti nel XII secolo, chiesa e convento ospitarono a partire dal secolo successivo una Scuola di Battuti per riceverne un sostegno economico. Nel XV secolo le rendite aumentarono grazie al sostegno del veneziano papa Eugenio IV, permettendo di rinnovare ed ampliare ulteriormente gli edifici.
Il complesso fiorì anche nel secolo successivo, tanto da affidare ad Andrea Palladio un progetto molto ambizioso per il convento, mai completato. L'incendio del 1630 segna invece l'avviata decadenza, culminata nel 1744 nel crollo del campanile.
Nel 1768 l'ordine dei Canonici Lateranensi fu soppresso e la chiesa venne chiusa nel 1806.


==== Scuola Grande di Santa Maria della Carità ===="
wikipedia,Gallerie dell'Accademia,Sede,257,"La Scuola della Carità fondata nel 1260 fu una delle prime Scuole Grandi (cioè dei Battuti). Ospitata prima nella chiesa di San Leonardo, quindi alla Giudecca, già nel 1261 aveva ottenuto spazi in questo convento. Come le altre scuole aveva compiti di mutuo soccorso e di carità verso i poveri, che coltivava anche mediante investimenti oculati delle somme versate dai confratelli e dalla Repubblica.
Grazie alle sue ricchezze la confraternita poté aiutare a più riprese i Canonici acquistandone delle proprietà, come il terreno sul quale a partire dal 1344 costruì la propria sede definitiva. L'entrata rimase tuttavia in comune con il convento, ed era la porta tuttora presente a sinistra dell'ingresso attuale e decorata da edicole gotiche con i santi protettori della scuola. Internamente si arricchì di un soffitto a cassettoni nella sala capitolare (XV secolo, conservato) e di numerosi dipinti. Fra i più importanti due opere esposte nella collocazione originale (ex Sala dell'Albergo della Scuola): la Presentazione di Maria al Tempio di Tiziano (1538) ed il Trittico della Madonna della Carità di Antonio Vivarini e Giovanni d'Alemagna (1480); le altre due opere della serie, lo Sposalizio della Vergine di Giampietro Silvio e l'Annunciazione di Girolamo Dente, già nella parrocchiale di Mason Vicentino, sono state oggi riunite al loro contesto originale.
Intorno al 1760 Bernardino Maccaruzzi e Giorgio Massari apportarono modifiche sia internamente che esternamente, con la completa sostituzione della precedente facciata gotica e l'apertura del portale sul campo (la facciata acquisirà l'aspetto attuale nel 1830). Sebbene ancora prospera, anche la Scuola subì la soppressione nel 1806."
wikipedia,Gallerie dell'Accademia,Collezioni,678,"La collezione oggi può essere divisa in: opere da sempre in Santa Maria della Carità e nella sua Scuola, opere raccolte durante le soppressioni, un numero esiguo di lavori degli accademici qui trasferiti dalla vecchia sede, opere acquistate appositamente (come la collezione di gessi dell'abate Farsetti, 1805) e, infine, opere arrivate tramite legati. Tra i legati più antichi si ricordano l'Annunciazione di Giambattista Pittoni del 1757, esposta da quando divenne Presidente dell'Accademia, come da tradizione nella Sala delle Adunanze dell'Accademia, sede dell'Accademia di Venezia, e oggi esposta nella Sala pittura dell'ala Paladia con Tintoretto, quelli di Girolamo Molin (1816), che fruttò varie opere di primitivi veneziani, quello di Felicita Reiner (1833, formalizzata solo nel 1850), che fruttò opere di Piero della Francesca (San Girolamo e il donatore Girolamo Amadi) e Giovanni Bellini (Madonna col Bambino tra le sante Caterina e Maria Maddalena), e quella di Girolamo Contarini (1838), che comprendeva 180 opere tra cui la Madonna degli Alberetti e le Quattro allegorie sempre del Bellini, nonché sei dipinti di Pietro Longhi. La collezione grafica si formò dal 1822 con l'acquisto della raccolta di Giuseppe Bossi comprendente più di tremila pezzi, tra cui il famoso Uomo vitruviano ed esempi di scuola lombarda, ligure, bolognese, toscana, romana, francese, tedesca e fiamminga.
Nell'Ottocento l'orientamento prevalente delle collezioni verso la pittura veneta era considerato limitativo e si cercò di colmare la mancanza di opere di altre scuole attraverso una serie di scambi con istituzioni simili. In realtà, quando il fine didattico decadde, tale diversità fu finalmente vista come una peculiarità da valorizzare e rafforzare.
A metà dell'Ottocento Francesco Giuseppe acquistò per la galleria opere come il San Giorgio del Mantegna, il Ritratto di giovane di Hans Memling e la Vecchia di Giorgione. Sotto la direzione di Cantalamessa entrarono la Madonna col Bambino di Cosmè Tura, la Sacra conversazione di Palma il Vecchio e due lavori giovanili di Giambattista Tiepolo. La direzione di Gino Fogolari (dal 1905) assicurò al museo altri fondamentali capolavori, come la Tempesta di Giorgione e lavori di Luca Giordano e Bernardo Strozzi. Dopo la pausa dei conflitti mondiali riprese l'acquisizione di nuove opere: nel 1949 Guido Cagnola donò un quaderno di schizzi del Canaletto, mentre negli anni settanta arrivarono opere di Francesco Guardi e Alessandro Longhi. All'inizio degli anni ottanta Valcanover rivendicò una trentina di opere recuperate da Rodolfo Siviero in Germania e in altri paesi, che ancora si trovavano nei depositi di palazzo Pitti a Firenze: tuttavia riuscì a ottenere solo otto dipinti, tra cui lavori di Giovanni Antonio Guardi, Canaletto e Sebastiano Ricci.
Nel gennaio 2018, in occasione del bicentenario della prima apertura pubblica delle Gallerie, il Mibact in collaborazione con Venetian Heritage e il Venice in Peril Fund di Londra, hanno presentato le nuove acquisizioni che andranno ad arricchire il patrimonio artistico del museo: la tela raffigurante La Speranza di Giorgio Vasari, il frammento della Parabola del banchetto di nozze di Bernardo Strozzi, l'Autoritratto come Allegoria dello stupore di Pietro Bellotto e 18 disegni preparatori di Francesco Hayez per il dipinto La distruzione del tempio di Gerusalemme.
Vasari, giunto a Venezia intorno al 1541, ottenne la commissione di alcuni dipinti destinati al soffitto di una sala di palazzo Corner. Successivamente però alla fine del Settecento, il soffitto fu smantellato e i rispettivi comparti dispersi sul mercato internazionale. Solo nel 1987 lo Stato, grazie all'aiuto delle soprintendenze veneziane, riuscì a riacquistare tutti frammenti, tra cui La Speranza rappresenta il recupero di uno degli ultimi prima che il complesso potrà essere ricomposto nella sua totalità e restituito nuovamente alla città di Venezia.
A seguire la tela di Strozzi, un frammento di una composizione ovale più ampia che rappresenta la Parabola del banchetto di nozze, un'opera originariamente conservata nella chiesa dell'Ospedale degli incurabili.
Sempre al 2017 risale l'acquisto dell'Autoritratto di Pietro Bellotto, una delle opere più singolari ed evocative della produzione artistica del pittore veneto, dove rimane chiaro il tentativo da parte dell'artista di recuperare la tradizione cinquecentesca veneziana.
Infine gli schizzi preparatori di Francesco Hayez, protagonista incontestato del romanticismo italiano, fu sicuramente uno dei maggiori pittori europei dell'Ottocento."
wikipedia,Gallerie dell'Accademia,Bibliografia,35,"Giovanna Scirè Nepi, I capolavori dell'arte veneziana – Le Gallerie dell'Accademia, Venezia, Arsenale, 1991.
Terisio Pignatti (a cura di), Le scuole di Venezia, Milano, Electa, 1981.
Lucia Impelluso, Gallerie dell'Accademia, Milano, Mondadori, 2004, ISBN 88-370-3039-8."
wikipedia,Gallerie dell'Accademia,Voci correlate,9,"Accademia di belle arti di Venezia
Musei di Venezia"
wikipedia,Gallerie dell'Accademia,Altri progetti,10,Wikimedia Commons contiene immagini o altri file sulle Gallerie dell'Accademia
wikipedia,Gallerie dell'Accademia,Collegamenti esterni,52,"Sito ufficiale, su gallerieaccademia.it. 
(EN) Galleries of the Academy of Venice, su Enciclopedia Britannica, Encyclopædia Britannica, Inc. 
Gallerie dell'Accademia, su archINFORM. 
Sito MIBACT, su gallerieaccademia.it.
Accademia di Venezia: piantina interattiva, su web.tiscali.it.
Accademia di Belle Arti, su accademiavenezia.it.
Alessia Rosada e Carlos Travaini, Scuola Grande di Santa Maria della Carità, su canalgrandevenezia.it."
wikipedia,Collezione Peggy Guggenheim,Introduzione,28,"La Peggy Guggenheim Collection è un museo privato d'arte moderna situato a Palazzo Venier dei Leoni sul Canal Grande a Venezia, facente parte della Solomon R. Guggenheim Foundation."
wikipedia,Collezione Peggy Guggenheim,Storia,70,"Raccogliendo principalmente la collezione d'arte personale di Peggy Guggenheim (1898–1979), ex-moglie dell'artista Max Ernst e nipote del magnate Solomon R. Guggenheim, questo museo, un tempo anche abitazione privata di Peggy Guggenheim, raccoglie una collezione in qualche modo più piccola e concentrata di quelle degli altri musei Guggenheim. La Peggy Guggenheim Collection è comunque uno dei principali musei italiani nel campo dell'arte europea e statunitense della prima metà del ventesimo secolo."
wikipedia,Collezione Peggy Guggenheim,Storia,420,"A partire da giugno 2017, dopo ben 37 anni alla guida, Philip Rylands lascia la Collezione Peggy Guggenheim di Venezia ad una nuova direzione: arriva in carica Karole P. B. Vail che assume, allo stesso tempo, una posizione di coordinazione anche della Fondazione Solomon R. Guggenheim, con sede a New York.
I lavori esposti includono alcuni esempi preminenti del modernismo statunitense e del futurismo italiano. La collezione raccoglie inoltre opere cubiste, surrealiste e di espressionismo astratto. Queste includono lavori degni di nota di Picasso, Salvador Dalí, René Magritte, Brâncuși (inclusa una scultura dalla serie Bird in Space), William Congdon, Conrad Marca-Relli e Jackson Pollock. Completa e di particolare pregio è anche la collezione di astrattismo informale italiano, con importanti lavori di Lucio Fontana, Afro Basaldella, Agostino Bonalumi, Pietro Consagra, Toti Scialoja, Giuseppe Santomaso, Tancredi Parmeggiani, Emilio Vedova, Carla Accardi e Rosalda Gilardi. La sua opera più celebre è il bronzo del 1948 L'angelo della città di Marino Marini, posizionato davanti al palazzo Venier dei Leoni, dove si trova il museo.
Fino al 1979, anno della morte di Peggy Guggenheim, per volontà della proprietaria una volta alla settimana la maggior parte della casa veniva aperta gratuitamente al pubblico, che poteva così godere della collezione completa di opere d'arte ivi raccolta. La stessa Peggy Guggenheim è sepolta in un'urna posta in un angolo del giardino privato, unitamente ai suoi molteplici cani.
Visitata stabilmente da più di 350.000 persone all'anno, nell'ottobre 2012 la collezione del museo viene incrementata dalla donazione della coppia di milionari statunitensi Hannelore e Rudolph Schulhof, comprendente 83 opere dei più importanti artisti contemporanei, tra cui Afro Basaldella, Alberto Burri, Alexander Calder, Lucio Fontana, Jasper Johns, Donald Judd, Mark Rothko, Claes Oldenburg, Frank Stella, Tomonori Toyofuku, Cy Twombly, Andy Warhol, Sol LeWitt, Anish Kapoor.
Nell'autunno 2016, il museo è stato ampliato con l'acquisto di un ultimo edificio. Si è creata una nuova caffetteria, un piccolo centro didattico e un deposito per le opere. Grazie allo spostamento della caffetteria, si è potuto liberare nuove sale espositive. Il museo si è inoltre aperto al pubblico in modo didattico, a partire da attività dedicate alle scuole primarie e quelle per le famiglie. Da un'idea nata nel 1980, oggi il museo gode di un programma di Internship internazionale che nel 2016 ha portato a Venezia 150 giovani studenti appassionati d'arte  (provenienti da 42 Paesi); grazie a questi servizi ed alla sua fama il museo conta circa 400.000 visitatori l'anno, dato che lo classifica come secondo museo veneziano più visitato (Palazzo Ducale detiene il primato)."
wikipedia,Collezione Peggy Guggenheim,Biblioteca,151,"La biblioteca della Collezione Peggy Guggenheim, nasce dal lascito della collezione privata di Peggy Guggenheim, comprendente  soprattutto opere provenienti da cataloghi di mostre che spesso sono autografati da artisti amici. Il patrimonio culturale librario è in continua espansione grazie donazioni e scambi, anche da parte di istituzioni internazionali. La raccolta si pone come strumento di supporto allo staff, agli studenti e ai tirocinanti provenienti da tutte le nazioni. La biblioteca  è l'unica al mondo a custodire il libro fatto a mano ""The child with the dust blanket"" di Filippo Biagioli, che racconta l'importanza dell'Arte Tribale, tanto cara a Peggy Guggenheim. Lo spazio Archivio raccoglie circa 5.000 documenti sia in versione originale che in copia, catalogati all’interno del servizio bibliotecario nazionale. Inoltre è presente anche un fondo fotografico, dove La Collezione Peggy Guggenheim possiede un catalogato digitalizzato di circa 2.000 elementi (tra negativi e positivi), principalmente relativi alla figura di Peggy Guggenheim."
wikipedia,Collezione Peggy Guggenheim,Le opere maggiori,51,"René Magritte
L'impero delle luci, 1954
Pablo Picasso
Sulla spiaggia, 1937
Vasilij Kandinskij
Verso l'alto (Empor), 1929
Marcel Duchamp
Scatola in una valigia, 1941
Max Ernst
La vestizione della sposa, 1939-1940
Umberto Boccioni
Materia, 1912-1913
Marc Chagall
Pioggia, 1911
Salvador Dalí
La nascita dei desideri liquidi, 1932
Jackson Pollock
Alchimia, 1947"
wikipedia,Collezione Peggy Guggenheim,Altri progetti,11,Wikimedia Commons contiene immagini o altri file su Peggy Guggenheim Collection
wikipedia,Collezione Peggy Guggenheim,Collegamenti esterni,13,"Sito ufficiale, su guggenheim-venice.it. 
(EN) Guggenheim Collection, su Enciclopedia Britannica, Encyclopædia Britannica, Inc."
wikipedia,Punta della Dogana,Introduzione,105,"La Punta della Dogana o Punta della Salute o Punta da Màr è una zona di Venezia, sottile punta triangolare di divisione tra il Canal Grande e il Canale della Giudecca, prospiciente il Bacino San Marco.
La zona, parte del sestiere Dorsoduro, ospita tre importanti complessi architettonici (Basilica di Santa Maria della Salute, il palazzo del seminario patriarcale e il complesso della Dogana da Mar (sede storica ma attualmente non operativa dell'Agenzia delle Dogane e dei Monopoli), da cui l'area prende il nome) e la principale stazione di rilevamento mareografico della laguna di Venezia, da cui deriva il termine ""Zero Mareografico Punta Salute"" - ZMPS."
wikipedia,Punta della Dogana,Complessi architettonici,109,"=== Basilica di Santa Maria della Salute ===

Santa Maria della Salute (conosciuta anche come chiesa della Salute o semplicemente La Salute) è una basilica votiva in stile barocco veneziano, progettata da Baldassare Longhena. Come avvenne per le chiese del Redentore e di San Rocco, la basilica venne realizzata in segno di ringraziamento alla Madonna da parte dei veneziani per la liberazione dalla peste che tra il 1630 e il 1631 decimò la popolazione. Si caratterizza per la pianta interna ottogonale e per la grande cupola che domina il tratto terminale del Canal Grande e si affaccia verso San Marco.


=== Seminario patriarcale ===


=== Dogana da Mar ==="
wikipedia,Punta della Dogana,Complessi architettonici,431,"L'edificio seicentesco, opera dell'architetto e ingegnere Giuseppe Benoni, è a pianta triangolare, costituito da 8 campate sviluppate su due piani ed è coronato da una torre sovrastata dalla palla d'oro, sfera in bronzo dorato sostenuta da due atlanti, a raffigurare il mondo su cui poggia la statua detta ""Occasio"". Tale statua, opera dello scultore Bernardo Falconi, rappresenta la Fortuna, rotante a indicare la direzione del vento e, simbolicamente, la mutevolezza della fortuna stessa.
Ai tempi della Repubblica di Venezia il complesso, per la sua posizione centrale tra il Bacino di San Marco e l'imbocco del Canal Grande e del Canale della Giudecca, veniva utilizzato come sede doganale per le merci e i beni oggetto del commercio navale.
Importanti lavori di restauro, dal gennaio 2008 al marzo 2009, hanno consentito la realizzazione all'interno del complesso della Dogana da mar di un centro d'arte contemporanea collegato a Palazzo Grassi, ideato dall'architetto minimalista giapponese Tadao Andō, coadiuvato da un gruppo di professionisti italiani, su commissione del magnate della moda francese François Pinault, proprietario di Palazzo Grassi e collezionista d'arte contemporanea.
L'edificio ha subito un consolidamento statico e sono state realizzate, tra l'altro, le opere necessarie alla protezione dalle acque alte e alla fruibilità da parte di persone a ridotta capacità motoria; sono stati installati impianti meccanici ed elettrici adeguati alla conservazione ed alla protezione delle opere d'arte che vi sono esposte.
L’esterno è stato restaurato senza aggiunte ed è l’unica parte della struttura originale rimasta intatta. Le imperfezioni cosmetiche e gli stucchi sono stati riparati e le aree danneggiate sono state rinforzate con ancore in acciaio inossidabile, ma sono state lasciate esposte con mattoni visibili. Gli interni sono stati lasciati nudi senza trattamento superficiale, i mattoni sono stati sostituiti con parsimonia. Le pareti divisorie degli ultimi due secoli sono state sostituite da sale parallele e rettangolari. Il tetto è stato sostituito da un tetto simile con timpani in legno, con lucernari aggiunti. I nuovi pavimenti sono fatti di cemento esposto e levigato, in alcuni punti di linoleum. Questa combinazione “simboleggia l’unione di passato, presente e futuro”.
La ""firma"" dell'architetto giapponese è rappresentata da alcune pareti in calcestruzzo a vista, tipiche della sua opera, che sono servite in parte per mascherare le apparecchiature tecnologiche necessarie a un moderno centro espositivo, ed in parte per realizzare, proprio al centro dell'edificio, un grande locale quadrato.
Il progetto in principio prevedeva anche la realizzazione, in Campo della Salute, di una coppia di colonne di cemento a sezione quadrata; la proposta, dopo molte polemiche, è stata abbandonata a causa delle numerose linee dei sottoservizi pubblici presenti in quella zona."
wikipedia,Punta della Dogana,"Stazione mareografica ""Punta della Salute""",263,"La stazione per le osservazioni mareografiche detta di ""Punta della Salute"" viene istituita nel 1923 (le rilevazioni scientifiche del livello mareale in Venezia erano invece iniziate nel 1872, quando venne installato il primo mareografo nei pressi di Palazzo Loredan), è parte della rete mareografica della laguna di Venezia (RMLV), e viene comunemente presa a riferimento per i livelli di marea nell'area lagunare, sia in relazione alle misure che alle previsioni; è composta da due differenti centraline, una posta sul lato Canal Grande, e l'altra sul lato Canale della Giudecca. Caratteristica importante di tali rilevazioni è che lo zero mareografico cui si riferiscono differisce da quello normalmente usato per misurare il livello del mare (che per Venezia viene misurato fuori dalle bocche di porto della laguna), prendendo a caposaldo il medesimo riferimento fisico dalla fine dell'800, pur se nel frattempo il terreno su cui poggia Venezia si è abbassato; tali misurazioni sono infatti indicate riferite a ""ZMPS"" (Zero Mareografico Punta della salute) o a ""Rete Altimetrica dello Stato 1897"".
Convenzionalmente lo zero mareografico di Punta della Salute corrisponde a -23,56 cm s.l.m. (differenza rilevata nel 1968), pur se negli ultimi decenni c'è stato un ulteriore aumento del livello medio del mare in Venezia, eustatismo dovuto in parte ai cambiamenti climatici (che per la conformità dell'alto Adriatico incidono notevolmente sulle acque alte di Venezia), e in parte all'aumento della subsidenza dell'area lagunare (già nel 1994 uno studio rilevò mutata a -34 cm s.l.m. la differenza tra lo zero mareografico di Punta della Salute e lo zero del mareografo nazionale dell'Istituto idrografico della Marina di Genova)."
wikipedia,Punta della Dogana,Altri progetti,11,Wikimedia Commons contiene immagini o altri file su Punta della Dogana
wikipedia,Punta della Dogana,Collegamenti esterni,4,"Sito ufficiale, su palazzograssi.it."
wikipedia,Museo Correr,Introduzione,54,"Il Museo Correr è uno dei più importanti e rappresentativi musei della città di Venezia. È situato nel sestiere di San Marco, presso piazza San Marco, e fa parte della Fondazione Musei Civici di Venezia. Esso illustra, nelle varie sezioni e nelle variegate e ricche raccolte, l'arte, la civiltà e la storia di Venezia."
wikipedia,Museo Correr,Storia del museo,136,"Il museo ha origine con il lascito del nobile veneziano Teodoro Correr, morto nel 1830. Amministrata per i primi anni dal legatore testamentario Filippo Trois, la collezione fu esposta al pubblico a partire dal 26 agosto del 1836. Il primo direttore fu il conte Marco Antonio Corniani degli Algarotti, coadiuvato come vicedirettore dal poeta, patriota e patrizio veneziano Jacopo Vincenzo Foscarini. Si avvicendarono poi come direttori Luigi Carrer (dal 1846 alla sua morte nel 1850) e Vincenzo Lazari dal 1851. Col passare del tempo le collezioni si accrebbero e nel 1887 fu necessario il trasferimento delle collezioni dalla sede originaria di Palazzo Correr al Fondaco dei Turchi.
Nel 1922 avvenne il definitivo trasferimento nell'attuale sede presso l'Ala Napoleonica (o Fabbrica Nuova), in piazza San Marco, e le Procuratie Nuove.


=== La figura di Teodoro Correr ==="
